type,client,tx,amount
deposit,59,3192323698,-442739482024820.6196
deposit,43,2491897589,-478949779873580.3663
dispute,32,1469905038,
resolve,75,4216473382,
deposit,92,1874635951,-806346469920832.6235
deposit,38,2319669476,-278850093399877.2114
dispute,42,4181773514,
deposit,36,378332341,343299721396868.8496
resolve,54,2888416488,
withdrawal,45,3420119864,346624735121913.6412
dispute,94,4204413422,
resolve,15,2845518157,
deposit,35,549612726,808356394276591.5416
deposit,18,2704999708,-583005334565890.8144
deposit,81,3095214419,517623556900893.2775
deposit,24,1757322517,346402241171208.5179
resolve,32,3734623693,
dispute,96,2271533911,
resolve,12,1946658532,
dispute,92,1785477830,
withdrawal,62,2020792633,-35596557540832.7121
withdrawal,47,3153309874,-231893569965263.4997
deposit,4,3686068649,-636242973883835.6616
withdrawal,86,3714762904,230753884793933.7207
resolve,21,452808960,
withdrawal,34,3876750019,873817995018201.3951
withdrawal,70,1072381733,-106117513024761.1252
deposit,69,851378044,845134312823676.8282
withdrawal,56,1681584330,-844207235609389.6046
resolve,15,2915944680,
resolve,69,2037559819,
deposit,52,4048164112,602889489846047.3020
withdrawal,69,1616729182,-157744445443238.7790
deposit,78,200917494,-419151259178566.5534
resolve,97,3492246365,
dispute,98,299681108,
withdrawal,47,4087133030,-364253058587.5556
dispute,7,2953789982,
dispute,44,380397275,
resolve,42,395919320,
resolve,12,878021198,
withdrawal,42,2785041440,-98872738733711.3608
dispute,41,3012320285,
dispute,84,2429238206,
resolve,50,222665691,
dispute,16,449415158,
withdrawal,12,2796983452,-830105874654342.9768
deposit,4,3096407607,128768002104341.6047
resolve,59,3555769363,
withdrawal,66,4137666940,828617316516560.2203
withdrawal,45,3778644999,146007346718678.6459
deposit,78,2268358030,-634390394024589.1559
dispute,35,1952666553,
resolve,25,1133949196,
withdrawal,10,4099953773,451212475051306.7446
dispute,11,225177346,
withdrawal,47,1655896052,361392287450752.6163
deposit,64,2682259779,211430092022829.9513
deposit,5,4104496955,-251816074496021.2284
withdrawal,59,2943440506,-826164727061603.2238
resolve,37,177951293,
deposit,85,2067643341,309516418289788.2508
deposit,97,4294590210,901395077679182.1414
dispute,84,1638368671,
resolve,88,1180723074,
dispute,46,3001774122,
resolve,90,245208109,
withdrawal,85,214039139,424051291040091.0292
dispute,54,2720801928,
deposit,69,2797268725,520432656118044.7753
resolve,39,851475200,
resolve,79,1747718419,
dispute,12,854797299,
withdrawal,20,482726846,421990239360591.5807
resolve,11,2802583748,
dispute,82,1693705374,
withdrawal,49,2605950691,257867911932411.1932
withdrawal,87,2927964642,164507184486522.8143
withdrawal,22,2742051507,867165877321972.1991
resolve,97,2060416002,
deposit,29,2321096017,337763513129028.9722
deposit,75,1925257266,-133255978318987.2218
resolve,6,2407318624,
withdrawal,12,4250944231,-39256536699684.6892
dispute,46,2252643965,
withdrawal,57,3695226518,544256395184491.2801
withdrawal,46,1177425201,-744800694817173.2969
dispute,98,674624380,
deposit,44,1728241522,-76225841180385.5518
resolve,47,3510365399,
deposit,30,4214479823,-785768045135931.5011
resolve,50,1700903667,
dispute,44,3211439903,
deposit,38,3596387487,358425065172843.5351
dispute,73,1639694595,
dispute,19,236208908,
resolve,9,2188163775,
deposit,65,2915922201,864015382868978.8508
resolve,5,3096453484,
withdrawal,4,2548853328,549977510533414.8601
dispute,20,322723374,
dispute,23,4239225638,
resolve,60,1302433640,
deposit,79,3114314979,-456630219216399.4653
resolve,87,1296461581,
withdrawal,54,205449574,352936635637115.2405
deposit,74,778348400,289864387592094.5309
resolve,87,76552828,
resolve,47,2052248515,
dispute,51,3966682877,
resolve,31,1039253421,
dispute,73,3599044774,
withdrawal,21,476759564,-32765634233585.9088
dispute,50,3319412825,
dispute,84,1788691098,
deposit,51,2418913635,822370557146369.3879
withdrawal,95,3335987862,740667927720634.5154
dispute,93,3984405947,
deposit,81,3664464640,-366955539782684.5110
deposit,97,1938058544,-735552824486344.8751
resolve,5,2944332570,
deposit,87,3330755958,-808315538932184.7120
dispute,77,2418915193,
deposit,17,279963187,-105226060393509.4089
dispute,11,4186861011,
deposit,79,1923435009,-259707031077537.0796
withdrawal,52,3127886401,598391080694310.9959
dispute,95,3456504130,
dispute,76,4223415022,
deposit,79,3855104859,-786901104614648.9211
withdrawal,87,344239694,-804189328461447.8566
resolve,42,1491251137,
deposit,77,1449450376,322836815182330.6027
resolve,63,1450809711,
withdrawal,45,2015323301,428211809811801.7803
deposit,20,2428899372,135512753698349.9773
resolve,33,1169187416,
deposit,32,397603358,84570006069067.9551
resolve,59,3757303781,
resolve,10,2084560718,
withdrawal,14,1244362574,289331171430463.0501
dispute,54,302311638,
resolve,98,3273793539,
deposit,27,3886974797,-650322861367127.4908
dispute,83,114669628,
deposit,17,1633317982,-331549003709345.7702
dispute,84,917499999,
withdrawal,7,2903404062,-208045336217134.2316
resolve,43,1071796216,
dispute,91,3121133175,
resolve,5,847938501,
resolve,90,3478814837,
deposit,99,3613052345,-177102833843915.7568
resolve,82,3123578035,
dispute,11,466957160,
resolve,39,1256954826,
resolve,92,4283160254,
deposit,74,3030292641,-81720983294766.9982
resolve,51,2393902513,
dispute,28,1953373844,
deposit,96,3020427483,-284063660094039.4232
resolve,87,3279151172,
resolve,8,2663382137,
dispute,19,2062337128,
dispute,61,1852628508,
deposit,68,988363423,837818871891596.7655
withdrawal,72,2874932641,-199408233058832.7590
dispute,0,2830851,
resolve,3,3804579735,
dispute,28,938169358,
withdrawal,69,2717978931,267194165722258.7258
dispute,70,1312157546,
resolve,32,63930966,
withdrawal,72,2350500172,-448803640191021.4994
withdrawal,73,2066582440,326049330712746.0753
resolve,73,1276604665,
deposit,74,104109302,525163340867571.4468
withdrawal,43,2760929742,115628346624450.6616
resolve,77,633354683,
deposit,79,1739807954,-244228482110962.2448
dispute,19,1810406149,
dispute,11,1589130336,
resolve,51,1169211748,
dispute,69,3767047620,
dispute,99,3204565853,
resolve,98,3633711571,
deposit,93,891900576,-668077920332161.9631
withdrawal,13,3633222724,34686547308273.1761
withdrawal,32,2372796962,-341839687814231.8396
resolve,68,1406567053,
resolve,25,1303212080,
deposit,30,3618667719,154544268743905.3126
resolve,71,2260041456,
dispute,72,813399364,
resolve,74,3068438083,
deposit,34,2436479078,-169517373479552.8646
withdrawal,61,4179237647,331123504082975.1159
deposit,37,2913952851,-912939889050574.1405
resolve,57,2943529946,
resolve,4,138999001,
resolve,94,139521914,
resolve,31,4156466476,
withdrawal,76,3549362853,-539342091604826.8187
dispute,71,516717996,
resolve,60,843929857,
deposit,55,1188673793,642574503371901.8359
dispute,81,393541069,
dispute,7,1220078158,
deposit,38,291038039,738654236456656.7051
resolve,70,2643792082,
resolve,76,2828862476,
dispute,50,938954223,
resolve,47,2151212056,
resolve,80,1158816804,
dispute,21,2785989714,
deposit,9,2006510601,661601132858162.0914
resolve,15,241992186,
withdrawal,88,45662363,-292174536666633.7339
dispute,1,3945307341,
resolve,31,1501953412,
withdrawal,78,836122864,700860608940259.4200
dispute,19,3412227477,
dispute,62,2904418101,
resolve,76,397680099,
withdrawal,27,1110895425,-222958751886317.3127
dispute,8,3284601087,
dispute,32,784105015,
withdrawal,40,1578034589,-127341517069346.7252
resolve,93,2943765932,
resolve,23,1830720856,
dispute,1,1970459405,
dispute,28,3011852123,
dispute,43,1644603810,
deposit,33,3627407455,436580390986400.4788
deposit,48,2281911254,674154241161792.7645
deposit,78,964132999,-78528695563932.1256
withdrawal,44,629150327,160318174275176.6318
resolve,75,4280554215,
deposit,4,3635824020,-757219101533642.4104
dispute,33,2079050501,
withdrawal,63,2575920143,-561166695688873.9971
resolve,12,1133690836,
dispute,86,1746598578,
dispute,50,2878785308,
dispute,34,1001351970,
resolve,0,2867615270,
withdrawal,23,373126810,623038752627385.7167
withdrawal,71,1607921149,849356406775065.4052
withdrawal,40,1782537247,200146160997862.9182
resolve,51,861492008,
resolve,37,4211994587,
dispute,96,1132175343,
deposit,11,310142975,232752996816464.3355
resolve,22,1407174560,
withdrawal,90,387171251,-42448638260034.1859
dispute,59,392569385,
withdrawal,46,3052720909,375038331073342.8130
dispute,79,364729661,
withdrawal,75,1007363880,919312706017121.4713
resolve,37,3454684423,
resolve,40,1293541553,
resolve,37,2724432394,
withdrawal,44,2267643522,511299995721834.1420
deposit,11,437548077,682841145952735.2078
dispute,17,4086073378,
deposit,30,1912326038,243485465020904.0181
dispute,85,1279671462,
deposit,31,1426545078,-786151850083503.2726
dispute,11,4247624373,
deposit,84,555038938,-353039348972958.3647
withdrawal,32,2956989139,187215288401872.6368
withdrawal,82,4184178514,61262020656649.8177
resolve,24,889937642,
withdrawal,2,4283222877,-217944810420524.8367
deposit,40,631027621,-437952357828083.7982
dispute,18,924858167,
withdrawal,45,1285859472,257155473246674.2561
deposit,61,2713131892,527221332479624.7732
withdrawal,74,1042563739,157583451962532.4298
withdrawal,52,3620143117,-58972954244305.8104
dispute,7,2818334785,
deposit,99,267392191,-400004896357113.1874
deposit,58,3714889783,-661443047895515.4343
deposit,35,4035054443,414369583870780.3675
resolve,5,2668266146,
withdrawal,94,3602005431,-854339035544989.7229
withdrawal,27,3696445082,-76612477581502.6976
resolve,30,257929801,
withdrawal,15,3427695537,-113995502615653.4611
withdrawal,61,1201718429,750185047543724.5990
deposit,62,3560272709,-191988212097492.4988
withdrawal,97,2295945919,-497285704339578.3228
deposit,42,853537506,235005271394235.3723
deposit,17,716053745,349809364857577.2404
resolve,64,720244819,
deposit,53,2474449655,431928391338241.8426
deposit,12,597712603,879658898315678.3855
resolve,6,402153614,
dispute,72,4121349806,
deposit,34,4157212794,78396614896652.9207
resolve,80,694584792,
resolve,56,2358721779,
dispute,87,1887070064,
deposit,57,1718818329,-358182373825826.7054
deposit,19,353308573,-796365186057347.9090
resolve,92,3108625562,
deposit,73,194261418,-856844496964545.1941
deposit,61,3081582072,-812784787022485.2647
dispute,5,2210174355,
dispute,31,2301954114,
deposit,30,3221956007,-88669448161951.6360
resolve,8,3073029313,
deposit,50,4160971652,348530359671230.3806
dispute,54,4219227944,
withdrawal,90,1075706762,768415488441274.8210
resolve,55,1555024769,
dispute,95,728784728,
dispute,13,513134355,
withdrawal,8,3936887510,-144719923553474.0814
withdrawal,46,348200023,548419339564084.3312
withdrawal,92,1732687546,-789737839730997.4081
withdrawal,61,3595415769,109327009002602.8812
withdrawal,68,3829669466,436115224347047.1395
deposit,90,3383063308,-453832736125104.2777
deposit,2,4013729685,246406185325544.0056
resolve,60,933820526,
dispute,41,3428084868,
withdrawal,20,1450773615,448860688413530.4556
deposit,21,3634619594,-5165198896955.9192
resolve,51,2175503585,
dispute,98,2409423968,
dispute,80,1926244125,
dispute,38,876320492,
dispute,96,1104659823,
deposit,77,242456616,-697573803560187.7667
dispute,41,4008439641,
resolve,58,1064041622,
resolve,68,712543180,
deposit,23,147254947,-812829419823435.5668
resolve,96,2795393734,
dispute,15,2711600915,
dispute,2,2448812507,
withdrawal,88,948735459,-846089796623334.4027
withdrawal,38,754267635,119856377617084.2858
withdrawal,29,1629875511,822083607620232.5586
dispute,18,2238013509,
resolve,11,1444058055,
deposit,38,4095847538,486922525324539.3874
withdrawal,49,4231666199,-845163969272813.2704
resolve,88,2896588625,
dispute,94,1007014256,
resolve,82,4039812485,
deposit,71,4197937770,51433782700230.4189
deposit,80,269222451,392721765100985.2220
dispute,66,1763546602,
withdrawal,73,2659309164,-526651869462407.0823
deposit,60,2358324486,489709854303074.4098
dispute,76,3398661969,
deposit,43,860312801,545321436313270.1003
dispute,82,2418801985,
deposit,25,2360320127,-550703679735842.7602
dispute,2,3670362038,
deposit,85,1950993567,763667293898011.9284
resolve,21,3058895817,
resolve,52,539419053,
resolve,61,1556395103,
resolve,24,2880588843,
dispute,6,2771217761,
resolve,37,3818795888,
deposit,25,2222350001,-847837576707101.2538
withdrawal,59,4081272721,-559299344009967.2387
dispute,24,758460744,
resolve,96,2005371982,
deposit,78,1660253345,105629844804658.6933
deposit,52,1735664662,-69533069165807.0446
deposit,44,2746846677,533068742757894.1150
resolve,5,3231317235,
dispute,22,992664034,
withdrawal,94,2738149823,-608475395202259.6465
deposit,20,4288307582,374839407494383.7047
withdrawal,10,119198290,304218158409960.5037
deposit,90,2813078872,-139662581254963.8938
deposit,17,1222412499,120976475057986.3651
deposit,22,2159373078,139994747942153.9991
resolve,3,3579073952,
dispute,53,3306993813,
deposit,5,1674965526,741410877718288.3180
deposit,72,3694999542,-367103015991352.6141
withdrawal,70,1806375487,484128653699483.8202
deposit,11,2966332723,-512029124972876.0359
resolve,70,2836101542,
resolve,32,2921745524,
resolve,60,1648822809,
resolve,76,478364332,
dispute,40,4261334362,
withdrawal,2,3559190213,-546432168397642.4882
dispute,65,2875964118,
dispute,28,1364478553,
deposit,8,2607759539,40744762568869.2496
resolve,10,1242209523,
resolve,81,1284974613,
withdrawal,15,271801266,-540049536210415.2815
deposit,38,976548939,847791794568230.6312
dispute,35,1906096207,
deposit,6,1065546620,53650514246120.8566
deposit,96,3995286617,122387586018343.7486
resolve,24,1313804752,
deposit,31,1276608711,-344217443850174.5217
dispute,93,2444903649,
dispute,18,1301910635,
dispute,36,2595505380,
deposit,5,532138605,-887410920248306.5738
resolve,78,1923762146,
resolve,2,3688923935,
resolve,61,1573661359,
resolve,2,2615436256,
dispute,54,4080847573,
dispute,0,3642644792,
dispute,86,1004728002,
deposit,18,3297093757,-268329322662781.2087
deposit,75,2423006459,269724864202284.7506
deposit,70,371194945,216233983749667.9483
deposit,43,627284975,-789355005971616.0055
dispute,90,2908914610,
resolve,70,663227003,
resolve,41,1242094686,
resolve,14,3813054664,
dispute,15,448200349,
deposit,71,1897007180,735094112931261.4918
withdrawal,78,2722682122,295680669083578.1983
resolve,5,4162483784,
deposit,37,3941647756,494094516918873.7262
dispute,26,2291021200,
dispute,7,2023094534,
deposit,7,2207107674,-658326586266980.2734
withdrawal,4,1998425572,-136829646722215.5770
dispute,58,948473944,
dispute,99,1281040509,
dispute,56,953992509,
withdrawal,97,2782067254,864114554620920.6713
withdrawal,65,4143735403,-20861950845145.2928
dispute,89,4069108102,
dispute,57,2557158184,
withdrawal,67,2783457282,452983702639315.7554
dispute,40,1676583624,
dispute,82,2489594809,
withdrawal,1,1497583746,-642357667848695.8592
dispute,89,3959464514,
resolve,92,4199203494,
resolve,26,2642233749,
deposit,89,1926228464,346978347325387.4524
withdrawal,10,1264382150,-786880859307605.7736
dispute,57,4204958510,
deposit,83,1684922800,-542114609168841.8431
resolve,6,2680807070,
withdrawal,41,1772573318,217196851965180.5795
dispute,47,4007765627,
resolve,10,3677000230,
resolve,45,487510161,
withdrawal,77,3599104833,-719792627999277.5929
withdrawal,29,2606837153,539860842043563.9774
dispute,24,2486984592,
resolve,33,2218287352,
dispute,64,3137093101,
dispute,80,1167341380,
deposit,16,1067232355,-24354296637088.9708
deposit,55,947250513,-914773286804673.1728
dispute,85,569475675,
resolve,29,306454317,
dispute,82,1519146504,
dispute,63,903874910,
resolve,60,2538492844,
withdrawal,74,120763103,-12311327976156.3848
withdrawal,15,1399117609,-620886335007308.2195
resolve,81,1397877356,
resolve,46,1149905666,
resolve,0,1946061134,
dispute,97,989220795,
resolve,75,3593768032,
withdrawal,32,3739473040,-776327360420309.5024
resolve,79,885299020,
dispute,98,3245114927,
resolve,3,755850198,
dispute,80,568478437,
dispute,45,263380165,
withdrawal,25,1998961616,-81824524128703.8100
deposit,59,1679346594,-651837202868550.8400
resolve,66,3348274421,
deposit,17,605371050,200709902587509.3647
deposit,24,2367551685,-799732715922832.9866
resolve,89,603692042,
deposit,9,3436481507,-424014600559613.4466
deposit,85,237926971,-726010753283441.9605
deposit,12,251489395,625551454931592.4862
dispute,91,1280239331,
dispute,76,1057422830,
dispute,35,3786301773,
withdrawal,22,3150026740,-226677333410183.1927
deposit,68,1838730639,748253854440183.2762
withdrawal,18,3064969634,422744486943390.5024
dispute,75,3807542510,
dispute,59,2943689146,
dispute,24,3187777317,
deposit,71,1402043257,398202511985293.2849
withdrawal,26,4116254190,616109449644901.8121
deposit,71,713284005,-12833572013191.3761
deposit,30,3595460370,-466052770977909.9465
dispute,45,1962246851,
withdrawal,17,3582150144,-419576248485278.7594
resolve,64,1046073696,
dispute,77,3643090893,
withdrawal,81,755091245,-814993472396146.3914
dispute,9,1634505966,
